source_ip,destination_ip,destination_port,protocol,bytes_in,bytes_out,action,timestamp,connection_count,label,request_uri,user_agent
192.168.2.31,192.168.5.121,53,TCP,642,359,ALLOW,2025-09-25T01:54:57.700834Z,1,normal,,
192.168.9.43,192.168.5.181,443,UDP,3827,414,ALLOW,2025-09-24T16:48:49.700834Z,4,normal,,
18.12.170.59,192.168.2.251,760,TCP,4,26,ALLOW,2025-09-24T02:00:01.713227Z,1,port_scan,,
192.168.8.252,192.168.6.234,443,TCP,3503,409,ALLOW,2025-09-25T15:48:29.700834Z,5,normal,,
192.168.1.52,192.168.2.73,53,TCP,504,139,ALLOW,2025-09-26T00:40:01.700834Z,5,normal,,
192.168.7.58,192.168.1.182,443,TCP,1224,1365,ALLOW,2025-09-23T17:23:55.700834Z,5,normal,,
192.168.6.234,192.168.5.71,80,TCP,2579,229,ALLOW,2025-09-26T10:55:15.700834Z,2,normal,,
192.168.10.27,192.168.4.160,443,TCP,413,134,ALLOW,2025-09-23T03:51:41.700834Z,3,normal,,
192.168.9.124,192.168.6.15,443,TCP,622,57,ALLOW,2025-09-28T05:18:13.700834Z,1,normal,,
192.168.10.157,192.168.8.73,443,TCP,76,414,ALLOW,2025-09-28T17:35:38.700834Z,1,normal,,
41.203.175.109,192.168.5.71,80,HTTP,939,287,ALLOW,2025-09-27T02:57:39.714579Z,7,sql_injection,"/admin.php?id=1'; INSERT INTO admin VALUES('hacker','pass'); --",sqlmap/1.4.12
18.12.170.59,192.168.2.251,460,TCP,12,12,REJECT,2025-09-24T02:03:29.713227Z,1,port_scan,,
192.168.9.179,192.168.5.138,53,UDP,496,236,ALLOW,2025-09-27T23:13:44.700834Z,2,normal,,
41.179.109.88,192.168.5.121,443,TCP,79,0,ALLOW,2025-09-26T02:05:58.712017Z,148,dos_attack,,
137.187.63.42,192.168.2.73,22,SSH,113,48,DENY,2025-09-25T02:00:24.716190Z,21,brute_force,,
192.168.3.148,192.168.7.115,53,TCP,282,432,ALLOW,2025-09-27T22:08:32.700834Z,3,normal,,
192.168.6.214,192.168.7.188,53,TCP,175,149,ALLOW,2025-09-28T17:55:40.700834Z,2,normal,,
192.168.1.176,192.168.8.231,22,TCP,571,237,ALLOW,2025-09-24T06:13:15.700834Z,3,normal,,
41.179.109.88,192.168.5.121,443,TCP,42,0,ALLOW,2025-09-26T01:57:22.712017Z,131,dos_attack,,
137.187.63.42,192.168.2.73,22,SSH,82,32,DROP,2025-09-25T02:22:14.716190Z,39,brute_force,,
41.179.109.88,192.168.5.121,443,TCP,55,0,DROP,2025-09-26T02:04:25.712017Z,122,dos_attack,,
192.168.9.25,192.168.9.52,53,TCP,502,79,ALLOW,2025-09-26T01:25:20.700834Z,1,normal,,
18.12.170.59,192.168.2.251,650,TCP,18,39,ALLOW,2025-09-24T01:56:19.713227Z,1,port_scan,,
192.168.5.112,91.54.172.69,443,TCP,490,7834,ALLOW,2025-09-28T07:52:58.715521Z,2,data_exfiltration,,
137.187.63.42,192.168.2.73,22,SSH,86,76,ALLOW,2025-09-25T03:41:12.716190Z,12,brute_force,,
192.168.10.157,192.168.1.159,80,TCP,2680,1946,ALLOW,2025-09-25T14:48:28.700834Z,3,normal,,
137.187.63.42,192.168.2.73,22,SSH,152,25,DROP,2025-09-25T02:49:28.716190Z,19,brute_force,,
41.203.175.109,192.168.5.71,80,HTTP,212,275,DROP,2025-09-27T03:42:04.714579Z,6,sql_injection,/product.php?id=1 UNION SELECT password FROM users,Python-urllib/3.8
192.168.2.34,192.168.5.145,53,UDP,811,140,ALLOW,2025-09-26T19:25:56.700834Z,1,normal,,
192.168.6.214,192.168.9.165,22,TCP,507,389,ALLOW,2025-09-23T20:53:42.700834Z,5,normal,,
192.168.1.71,192.168.1.182,80,TCP,4191,1623,ALLOW,2025-09-22T09:06:39.700834Z,2,normal,,
137.187.63.42,192.168.2.73,22,SSH,173,40,DROP,2025-09-25T02:06:13.716190Z,35,brute_force,,
192.168.6.15,8.8.8.8,443,TCP,208,59,ALLOW,2025-09-24T19:50:11.700834Z,5,normal,,
192.168.3.42,192.168.6.234,443,TCP,221,128,ALLOW,2025-09-27T12:38:36.700834Z,4,normal,,
41.179.109.88,192.168.5.121,443,TCP,92,0,DROP,2025-09-26T01:53:28.712017Z,198,dos_attack,,
18.12.170.59,192.168.2.251,520,TCP,36,47,ALLOW,2025-09-24T01:52:44.713227Z,1,port_scan,,
18.12.170.59,192.168.2.251,70,TCP,30,11,DROP,2025-09-24T01:58:24.713227Z,1,port_scan,,
41.179.109.88,192.168.5.121,443,TCP,68,0,ALLOW,2025-09-26T02:09:22.712017Z,63,dos_attack,,
192.168.9.179,192.168.7.188,443,TCP,728,128,ALLOW,2025-09-27T14:17:49.700834Z,1,normal,,
192.168.9.52,192.168.2.227,53,TCP,957,270,ALLOW,2025-09-28T05:53:43.700834Z,4,normal,,
18.12.170.59,192.168.2.251,340,TCP,39,25,DROP,2025-09-24T02:02:29.713227Z,1,port_scan,,
192.168.1.33,192.168.9.52,443,TCP,178,422,ALLOW,2025-09-26T02:59:33.700834Z,5,normal,,
192.168.1.52,192.168.4.52,22,UDP,836,198,ALLOW,2025-09-24T03:36:02.700834Z,5,normal,,
192.168.6.234,192.168.7.196,80,TCP,1348,538,ALLOW,2025-09-24T11:55:08.700834Z,5,normal,,
192.168.9.224,192.168.5.121,53,TCP,772,238,ALLOW,2025-09-27T10:32:42.700834Z,1,normal,,
41.179.109.88,192.168.5.121,443,TCP,82,0,DROP,2025-09-26T02:18:24.712017Z,161,dos_attack,,
192.168.8.216,192.168.6.135,53,UDP,359,352,ALLOW,2025-09-27T17:04:43.700834Z,1,normal,,
18.12.170.59,192.168.2.251,920,TCP,50,15,ALLOW,2025-09-24T01:55:34.713227Z,1,port_scan,,
137.187.63.42,192.168.2.73,22,SSH,93,22,ALLOW,2025-09-25T02:10:12.716190Z,38,brute_force,,
41.203.175.109,192.168.5.71,80,HTTP,669,203,ALLOW,2025-09-27T02:09:31.714579Z,5,sql_injection,"/admin.php?id=1'; INSERT INTO admin VALUES('hacker','pass'); --",Python-urllib/3.8
192.168.2.241,192.168.9.52,443,TCP,1825,1519,ALLOW,2025-09-25T11:55:06.700834Z,5,normal,,
192.168.2.204,192.168.4.11,22,TCP,390,343,ALLOW,2025-09-23T01:23:20.700834Z,1,normal,,
41.179.109.88,192.168.5.121,443,TCP,80,0,DROP,2025-09-26T01:52:59.712017Z,89,dos_attack,,
41.179.109.88,192.168.5.121,443,TCP,48,0,ALLOW,2025-09-26T02:05:28.712017Z,100,dos_attack,,
192.168.8.252,192.168.6.15,22,TCP,861,258,ALLOW,2025-09-28T09:17:49.700834Z,4,normal,,
41.203.175.109,192.168.5.71,80,HTTP,594,461,DROP,2025-09-27T03:01:52.714579Z,6,sql_injection,/product.php?id=1 UNION SELECT password FROM users,curl/7.68.0
18.12.170.59,192.168.2.251,850,TCP,11,24,REJECT,2025-09-24T01:57:59.713227Z,1,port_scan,,
18.12.170.59,192.168.2.251,660,TCP,19,31,REJECT,2025-09-24T01:53:12.713227Z,1,port_scan,,
192.168.10.27,192.168.2.241,443,TCP,3368,1429,ALLOW,2025-09-25T13:31:48.700834Z,5,normal,,
18.12.170.59,192.168.2.251,940,TCP,36,18,DROP,2025-09-24T01:58:44.713227Z,1,port_scan,,
192.168.2.31,192.168.7.58,443,TCP,855,278,ALLOW,2025-09-28T09:29:19.700834Z,1,normal,,
192.168.4.49,192.168.4.52,22,UDP,2163,1192,ALLOW,2025-09-22T17:39:28.700834Z,3,normal,,
192.168.6.24,192.168.7.196,443,UDP,645,421,ALLOW,2025-09-22T04:27:07.700834Z,3,normal,,
192.168.6.38,192.168.10.151,22,TCP,465,300,ALLOW,2025-09-28T23:36:54.700834Z,2,normal,,
18.12.170.59,192.168.2.251,610,TCP,27,50,REJECT,2025-09-24T01:52:03.713227Z,1,port_scan,,
192.168.10.151,192.168.7.10,53,TCP,772,429,ALLOW,2025-09-24T04:06:12.700834Z,2,normal,,
41.203.175.109,192.168.5.71,80,HTTP,884,292,DROP,2025-09-27T03:07:04.714579Z,4,sql_injection,/login.php?user=admin' or '1'='1,Python-urllib/3.8
192.168.10.157,192.168.8.218,443,TCP,4479,1568,ALLOW,2025-09-25T15:31:37.700834Z,1,normal,,
192.168.4.192,192.168.6.38,22,TCP,381,499,ALLOW,2025-09-23T18:48:26.700834Z,4,normal,,
137.187.63.42,192.168.2.73,22,SSH,68,75,DENY,2025-09-25T02:02:11.716190Z,39,brute_force,,
192.168.8.231,192.168.2.73,443,TCP,3154,757,ALLOW,2025-09-22T17:42:49.700834Z,4,normal,,
192.168.7.10,192.168.7.241,443,TCP,537,481,ALLOW,2025-09-23T05:54:00.700834Z,5,normal,,
192.168.5.71,192.168.1.159,22,UDP,611,247,ALLOW,2025-09-28T15:18:27.700834Z,5,normal,,
192.168.9.224,192.168.2.204,443,TCP,4973,1222,ALLOW,2025-09-25T12:40:58.700834Z,5,normal,,
192.168.4.11,8.8.8.8,80,TCP,4474,1525,ALLOW,2025-09-23T17:01:07.700834Z,3,normal,,
41.179.109.88,192.168.5.121,443,TCP,69,0,ALLOW,2025-09-26T02:06:34.712017Z,163,dos_attack,,
18.12.170.59,192.168.2.251,130,TCP,12,30,REJECT,2025-09-24T02:00:44.713227Z,1,port_scan,,
192.168.1.140,192.168.3.42,443,TCP,215,167,ALLOW,2025-09-27T08:54:44.700834Z,3,normal,,
192.168.10.151,192.168.8.252,80,TCP,2148,985,ALLOW,2025-09-25T16:59:09.700834Z,4,normal,,
137.187.63.42,192.168.2.73,22,SSH,140,28,ALLOW,2025-09-25T02:10:26.716190Z,27,brute_force,,
41.179.109.88,192.168.5.121,443,TCP,88,0,DROP,2025-09-26T02:09:40.712017Z,147,dos_attack,,
41.179.109.88,192.168.5.121,443,TCP,79,0,DROP,2025-09-26T01:55:58.712017Z,83,dos_attack,,
41.203.175.109,192.168.5.71,80,HTTP,847,332,DROP,2025-09-27T02:55:52.714579Z,3,sql_injection,"/admin.php?id=1'; INSERT INTO admin VALUES('hacker','pass'); --",sqlmap/1.4.12
41.179.109.88,192.168.5.121,443,TCP,50,0,ALLOW,2025-09-26T02:06:28.712017Z,79,dos_attack,,
192.168.4.192,192.168.3.139,53,UDP,489,345,ALLOW,2025-09-25T22:27:40.700834Z,5,normal,,
18.12.170.59,192.168.2.251,890,TCP,21,27,DROP,2025-09-24T01:57:28.713227Z,1,port_scan,,
192.168.7.58,192.168.8.138,22,TCP,96,62,ALLOW,2025-09-24T06:55:23.700834Z,3,normal,,
192.168.4.113,192.168.1.140,443,UDP,2153,1438,ALLOW,2025-09-24T09:13:51.700834Z,1,normal,,
192.168.8.83,192.168.1.71,443,UDP,2447,999,ALLOW,2025-09-26T16:50:45.700834Z,3,normal,,
192.168.2.251,192.168.8.73,443,UDP,740,496,ALLOW,2025-09-27T12:31:49.700834Z,2,normal,,
41.203.175.109,192.168.5.71,80,HTTP,840,156,DROP,2025-09-27T02:21:33.714579Z,3,sql_injection,/login.php?user=admin' or '1'='1,sqlmap/1.4.12
192.168.7.100,192.168.5.181,443,UDP,797,391,ALLOW,2025-09-27T11:46:27.700834Z,4,normal,,
192.168.2.232,192.168.10.157,53,TCP,929,310,ALLOW,2025-09-25T02:57:09.700834Z,2,normal,,
192.168.8.218,192.168.7.100,22,TCP,199,52,ALLOW,2025-09-25T08:01:48.700834Z,4,normal,,
41.203.175.109,192.168.5.71,80,HTTP,626,191,ALLOW,2025-09-27T02:21:04.714579Z,8,sql_injection,/login.php?user=admin' or '1'='1,sqlmap/1.4.12
192.168.6.15,192.168.6.122,80,UDP,2550,1039,ALLOW,2025-09-23T12:10:54.700834Z,1,normal,,
192.168.5.71,192.168.10.73,80,TCP,1574,1624,ALLOW,2025-09-25T13:28:20.700834Z,3,normal,,
18.12.170.59,192.168.2.251,930,TCP,23,8,ALLOW,2025-09-24T01:58:39.713227Z,1,port_scan,,
41.179.109.88,192.168.5.121,443,TCP,47,0,DROP,2025-09-26T01:57:02.712017Z,76,dos_attack,,
192.168.1.71,192.168.1.140,443,TCP,713,28,ALLOW,2025-09-22T05:13:50.700834Z,4,normal,,
192.168.6.122,192.168.6.234,80,UDP,2386,1189,ALLOW,2025-09-22T13:41:12.700834Z,5,normal,,
192.168.8.49,192.168.6.24,22,TCP,299,95,ALLOW,2025-09-28T01:50:56.700834Z,1,normal,,
192.168.9.206,192.168.4.52,80,UDP,2390,973,ALLOW,2025-09-26T12:11:16.700834Z,5,normal,,
192.168.3.42,192.168.9.165,22,UDP,753,331,ALLOW,2025-09-24T05:37:11.700834Z,1,normal,,
137.187.63.42,192.168.2.73,22,SSH,109,92,ALLOW,2025-09-25T02:33:34.716190Z,36,brute_force,,
192.168.6.234,192.168.7.188,80,TCP,2832,1629,ALLOW,2025-09-22T14:41:32.700834Z,2,normal,,
41.203.175.109,192.168.5.71,80,HTTP,476,143,ALLOW,2025-09-27T02:27:10.714579Z,2,sql_injection,"/admin.php?id=1'; INSERT INTO admin VALUES('hacker','pass'); --",sqlmap/1.4.12
192.168.7.196,192.168.5.138,443,UDP,4786,1297,ALLOW,2025-09-26T17:25:14.700834Z,3,normal,,
192.168.5.112,91.54.172.69,443,TCP,480,58535,ALLOW,2025-09-28T02:18:56.715521Z,3,data_exfiltration,,
192.168.7.188,192.168.1.176,443,TCP,2152,452,ALLOW,2025-09-25T12:35:10.700834Z,2,normal,,
18.12.170.59,192.168.2.251,540,TCP,43,46,ALLOW,2025-09-24T01:56:18.713227Z,1,port_scan,,
18.12.170.59,192.168.2.251,640,TCP,29,43,DROP,2025-09-24T01:53:08.713227Z,1,port_scan,,
192.168.6.28,192.168.2.232,443,TCP,3536,1353,ALLOW,2025-09-25T09:16:19.700834Z,3,normal,,
192.168.3.139,192.168.4.24,22,TCP,397,296,ALLOW,2025-09-24T21:39:55.700834Z,3,normal,,
192.168.7.77,192.168.3.148,443,TCP,84,32,ALLOW,2025-09-25T03:13:16.700834Z,5,normal,,
192.168.9.206,192.168.10.198,53,TCP,392,327,ALLOW,2025-09-27T06:41:53.700834Z,2,normal,,
41.179.109.88,192.168.5.121,443,TCP,81,0,DROP,2025-09-26T02:04:04.712017Z,91,dos_attack,,
41.203.175.109,192.168.5.71,80,HTTP,262,419,DROP,2025-09-27T02:07:36.714579Z,10,sql_injection,/search.php?q='; DROP TABLE users; --,sqlmap/1.4.12
192.168.1.71,192.168.9.70,22,TCP,950,421,ALLOW,2025-09-25T01:36:17.700834Z,3,normal,,
41.179.109.88,192.168.5.121,443,TCP,38,0,ALLOW,2025-09-26T01:57:37.712017Z,95,dos_attack,,
41.179.109.88,192.168.5.121,443,TCP,27,0,ALLOW,2025-09-26T02:02:09.712017Z,166,dos_attack,,
192.168.5.181,192.168.2.73,53,TCP,797,391,ALLOW,2025-09-22T05:35:21.700834Z,4,normal,,
41.179.109.88,192.168.5.121,443,TCP,59,0,DROP,2025-09-26T01:53:55.712017Z,83,dos_attack,,
18.12.170.59,192.168.2.251,400,TCP,37,20,DROP,2025-09-24T02:07:36.713227Z,1,port_scan,,
192.168.2.191,192.168.1.52,443,UDP,970,61,ALLOW,2025-09-27T11:02:52.700834Z,1,normal,,
137.187.63.42,192.168.2.73,22,SSH,86,48,ALLOW,2025-09-25T02:25:04.716190Z,15,brute_force,,
192.168.3.118,192.168.3.42,53,TCP,4341,1292,ALLOW,2025-09-25T17:42:46.700834Z,3,normal,,
137.187.63.42,192.168.2.73,22,SSH,197,71,DENY,2025-09-25T02:05:33.716190Z,23,brute_force,,
137.187.63.42,192.168.2.73,22,SSH,160,22,DENY,2025-09-25T02:03:38.716190Z,46,brute_force,,
192.168.1.68,192.168.5.121,443,TCP,3309,154,ALLOW,2025-09-25T15:43:37.700834Z,4,normal,,
192.168.1.254,192.168.3.139,53,TCP,356,482,ALLOW,2025-09-24T02:18:30.700834Z,1,normal,,
137.187.63.42,192.168.2.73,22,SSH,197,69,ALLOW,2025-09-25T02:55:39.716190Z,26,brute_force,,
137.187.63.42,192.168.2.73,22,SSH,74,81,DENY,2025-09-25T02:19:40.716190Z,46,brute_force,,
137.187.63.42,192.168.2.73,22,SSH,57,99,DROP,2025-09-25T02:51:33.716190Z,44,brute_force,,
192.168.5.145,192.168.7.10,53,TCP,837,240,ALLOW,2025-09-23T19:45:25.700834Z,4,normal,,
192.168.4.26,192.168.10.118,443,TCP,411,355,ALLOW,2025-09-26T18:06:07.700834Z,1,normal,,
18.12.170.59,192.168.2.251,5432,TCP,31,39,ALLOW,2025-09-24T01:52:48.713227Z,1,port_scan,,
18.12.170.59,192.168.2.251,480,TCP,4,41,REJECT,2025-09-24T02:08:08.713227Z,1,port_scan,,
192.168.8.216,192.168.3.139,443,UDP,429,180,ALLOW,2025-09-25T23:07:32.700834Z,2,normal,,
192.168.7.241,192.168.1.163,22,TCP,465,55,ALLOW,2025-09-24T05:09:55.700834Z,3,normal,,
18.12.170.59,192.168.2.251,50,TCP,41,48,REJECT,2025-09-24T02:05:16.713227Z,1,port_scan,,
192.168.5.145,192.168.2.241,80,TCP,1576,1997,ALLOW,2025-09-26T11:27:55.700834Z,2,normal,,
192.168.5.121,192.168.3.126,53,TCP,614,230,ALLOW,2025-09-22T03:46:37.700834Z,5,normal,,
192.168.9.35,192.168.8.138,80,TCP,1392,947,ALLOW,2025-09-26T13:29:01.700834Z,5,normal,,
192.168.6.122,192.168.5.138,80,TCP,1562,1239,ALLOW,2025-09-23T11:26:48.700834Z,5,normal,,
137.187.63.42,192.168.2.73,22,SSH,72,97,ALLOW,2025-09-25T02:06:16.716190Z,33,brute_force,,
137.187.63.42,192.168.2.73,22,SSH,64,70,DENY,2025-09-25T03:31:04.716190Z,19,brute_force,,
192.168.2.191,192.168.8.252,53,TCP,241,207,ALLOW,2025-09-23T07:29:18.700834Z,1,normal,,
192.168.1.182,192.168.9.125,443,TCP,460,224,ALLOW,2025-09-24T07:06:56.700834Z,4,normal,,
18.12.170.59,192.168.2.251,710,TCP,12,21,DROP,2025-09-24T01:59:46.713227Z,1,port_scan,,
18.12.170.59,192.168.2.251,240,TCP,21,36,REJECT,2025-09-24T02:02:40.713227Z,1,port_scan,,
41.179.109.88,192.168.5.121,443,TCP,43,0,DROP,2025-09-26T01:53:57.712017Z,54,dos_attack,,
41.203.175.109,192.168.5.71,80,HTTP,570,274,ALLOW,2025-09-27T02:55:58.714579Z,10,sql_injection,"/admin.php?id=1'; INSERT INTO admin VALUES('hacker','pass'); --",sqlmap/1.4.12
192.168.2.251,192.168.4.11,443,TCP,794,35,ALLOW,2025-09-25T22:21:29.700834Z,4,normal,,
41.179.109.88,192.168.5.121,443,TCP,40,0,ALLOW,2025-09-26T02:07:34.712017Z,100,dos_attack,,
192.168.6.24,192.168.5.71,443,TCP,2790,82,ALLOW,2025-09-24T15:11:59.700834Z,5,normal,,
192.168.9.52,192.168.10.27,443,TCP,325,403,ALLOW,2025-09-26T06:09:46.700834Z,3,normal,,
192.168.1.159,192.168.2.25,443,TCP,145,436,ALLOW,2025-09-28T23:13:54.700834Z,4,normal,,
192.168.9.179,192.168.9.43,22,UDP,729,366,ALLOW,2025-09-27T22:13:23.700834Z,5,normal,,
192.168.5.112,91.54.172.69,22,TCP,297,78126,ALLOW,2025-09-28T03:54:02.715521Z,1,data_exfiltration,,
192.168.1.68,192.168.3.139,53,TCP,723,22,ALLOW,2025-09-25T08:17:44.700834Z,3,normal,,
192.168.3.81,192.168.10.252,443,TCP,2472,132,ALLOW,2025-09-26T13:30:02.700834Z,3,normal,,
192.168.2.241,192.168.9.52,22,TCP,443,53,ALLOW,2025-09-24T00:10:08.700834Z,4,normal,,
41.179.109.88,192.168.5.121,443,TCP,82,0,DROP,2025-09-26T02:02:30.712017Z,151,dos_attack,,
192.168.2.227,192.168.2.34,22,UDP,335,27,ALLOW,2025-09-27T19:45:53.700834Z,2,normal,,
18.12.170.59,192.168.2.251,770,TCP,43,40,REJECT,2025-09-24T01:53:34.713227Z,1,port_scan,,
137.187.63.42,192.168.2.73,22,SSH,175,23,DENY,2025-09-25T02:14:59.716190Z,16,brute_force,,
18.12.170.59,192.168.2.251,580,TCP,28,27,ALLOW,2025-09-24T01:53:45.713227Z,1,port_scan,,
18.12.170.59,192.168.2.251,520,TCP,39,1,DROP,2025-09-24T02:04:04.713227Z,1,port_scan,,
18.12.170.59,192.168.2.251,220,TCP,8,0,REJECT,2025-09-24T01:58:44.713227Z,1,port_scan,,
137.187.63.42,192.168.2.73,22,SSH,190,61,ALLOW,2025-09-25T02:55:21.716190Z,35,brute_force,,
192.168.4.11,192.168.10.151,443,TCP,260,368,ALLOW,2025-09-27T12:05:45.700834Z,4,normal,,
192.168.1.230,192.168.2.73,53,TCP,465,200,ALLOW,2025-09-24T18:46:30.700834Z,5,normal,,
192.168.9.52,192.168.8.49,80,UDP,1155,1227,ALLOW,2025-09-23T13:41:26.700834Z,1,normal,,
192.168.3.81,192.168.1.182,22,TCP,173,377,ALLOW,2025-09-24T04:45:55.700834Z,1,normal,,
192.168.4.247,192.168.4.247,443,UDP,936,223,ALLOW,2025-09-28T07:10:13.700834Z,4,normal,,
192.168.3.81,192.168.2.73,443,UDP,138,230,ALLOW,2025-09-28T18:51:10.700834Z,5,normal,,
192.168.5.181,192.168.8.252,53,TCP,517,24,ALLOW,2025-09-23T03:00:45.700834Z,5,normal,,
192.168.5.145,192.168.6.214,53,TCP,147,20,ALLOW,2025-09-23T04:24:53.700834Z,2,normal,,
192.168.5.112,91.54.172.69,21,TCP,364,76662,ALLOW,2025-09-28T04:54:40.715521Z,2,data_exfiltration,,
137.187.63.42,192.168.2.73,22,SSH,80,59,DENY,2025-09-25T03:27:04.716190Z,16,brute_force,,
192.168.2.227,192.168.10.162,22,TCP,496,226,ALLOW,2025-09-28T00:46:18.700834Z,5,normal,,
192.168.5.112,91.54.172.69,443,TCP,263,73908,ALLOW,2025-09-28T04:39:10.715521Z,3,data_exfiltration,,
18.12.170.59,192.168.2.251,780,TCP,25,6,REJECT,2025-09-24T01:56:08.713227Z,1,port_scan,,
192.168.10.118,192.168.5.181,443,TCP,115,154,ALLOW,2025-09-27T08:39:50.700834Z,5,normal,,
192.168.7.134,192.168.6.38,443,UDP,4897,484,ALLOW,2025-09-25T09:18:26.700834Z,4,normal,,
192.168.6.135,192.168.9.203,53,TCP,4154,840,ALLOW,2025-09-22T17:44:43.700834Z,5,normal,,
192.168.2.123,192.168.1.230,443,TCP,854,166,ALLOW,2025-09-28T21:44:40.700834Z,3,normal,,
18.12.170.59,192.168.2.251,170,TCP,29,26,REJECT,2025-09-24T01:53:04.713227Z,1,port_scan,,
192.168.5.112,91.54.172.69,22,TCP,431,59542,ALLOW,2025-09-28T05:09:58.715521Z,1,data_exfiltration,,
192.168.8.218,192.168.3.126,22,TCP,911,102,ALLOW,2025-09-27T18:58:40.700834Z,2,normal,,
192.168.6.214,192.168.1.230,443,TCP,507,295,ALLOW,2025-09-28T00:28:09.700834Z,5,normal,,
192.168.8.49,192.168.8.49,22,TCP,601,61,ALLOW,2025-09-28T00:16:33.700834Z,5,normal,,
192.168.5.112,91.54.172.69,21,TCP,106,29446,ALLOW,2025-09-28T04:25:14.715521Z,2,data_exfiltration,,
192.168.1.38,192.168.3.81,443,TCP,4198,1960,ALLOW,2025-09-23T10:27:13.700834Z,4,normal,,
41.203.175.109,192.168.5.71,80,HTTP,886,305,DROP,2025-09-27T03:37:19.714579Z,1,sql_injection,/product.php?id=1 UNION SELECT password FROM users,Python-urllib/3.8
41.179.109.88,192.168.5.121,443,TCP,12,0,ALLOW,2025-09-26T02:04:04.712017Z,105,dos_attack,,
192.168.4.58,192.168.7.188,443,TCP,3671,463,ALLOW,2025-09-25T17:05:34.700834Z,5,normal,,
192.168.10.73,192.168.1.33,53,TCP,636,220,ALLOW,2025-09-22T02:22:29.700834Z,2,normal,,
41.179.109.88,192.168.5.121,443,TCP,47,0,DROP,2025-09-26T01:52:26.712017Z,54,dos_attack,,
192.168.3.148,192.168.10.27,53,UDP,698,35,ALLOW,2025-09-23T19:10:30.700834Z,4,normal,,
192.168.3.139,192.168.1.163,22,TCP,528,475,ALLOW,2025-09-23T03:12:49.700834Z,1,normal,,
192.168.2.73,192.168.2.232,443,TCP,532,319,ALLOW,2025-09-24T18:07:25.700834Z,2,normal,,
41.179.109.88,192.168.5.121,443,TCP,73,0,DROP,2025-09-26T01:51:09.712017Z,128,dos_attack,,
192.168.1.140,192.168.9.224,22,UDP,847,63,ALLOW,2025-09-27T02:22:55.700834Z,5,normal,,
18.12.170.59,192.168.2.251,270,TCP,21,29,ALLOW,2025-09-24T02:01:54.713227Z,1,port_scan,,
192.168.2.25,192.168.9.124,80,TCP,3117,1736,ALLOW,2025-09-24T11:50:45.700834Z,1,normal,,
41.179.109.88,192.168.5.121,443,TCP,4,0,DROP,2025-09-26T01:58:40.712017Z,114,dos_attack,,
192.168.9.203,192.168.1.33,53,UDP,381,331,ALLOW,2025-09-27T07:16:08.700834Z,4,normal,,
192.168.10.162,192.168.6.122,53,TCP,170,154,ALLOW,2025-09-26T18:34:09.700834Z,2,normal,,
41.179.109.88,192.168.5.121,443,TCP,47,0,ALLOW,2025-09-26T02:06:46.712017Z,130,dos_attack,,
192.168.8.64,192.168.2.34,443,TCP,1716,970,ALLOW,2025-09-22T10:21:14.700834Z,1,normal,,
192.168.5.112,91.54.172.69,443,TCP,392,37696,ALLOW,2025-09-28T02:09:52.715521Z,2,data_exfiltration,,
192.168.1.230,192.168.10.252,53,TCP,2127,993,ALLOW,2025-09-26T16:19:24.700834Z,2,normal,,
192.168.2.73,192.168.7.77,443,UDP,953,300,ALLOW,2025-09-22T03:45:56.700834Z,1,normal,,
18.12.170.59,192.168.2.251,350,TCP,49,50,REJECT,2025-09-24T02:03:13.713227Z,1,port_scan,,
18.12.170.59,192.168.2.251,150,TCP,28,17,REJECT,2025-09-24T01:51:17.713227Z,1,port_scan,,
192.168.1.254,192.168.8.64,443,TCP,3638,1704,ALLOW,2025-09-22T09:58:10.700834Z,3,normal,,
137.187.63.42,192.168.2.73,22,SSH,174,64,DENY,2025-09-25T02:53:37.716190Z,38,brute_force,,
41.179.109.88,192.168.5.121,443,TCP,51,0,DROP,2025-09-26T01:51:20.712017Z,64,dos_attack,,
192.168.1.38,192.168.2.73,22,TCP,564,372,ALLOW,2025-09-25T23:05:54.700834Z,2,normal,,
18.12.170.59,192.168.2.251,470,TCP,33,49,ALLOW,2025-09-24T01:53:19.713227Z,1,port_scan,,
137.187.63.42,192.168.2.73,22,SSH,179,80,ALLOW,2025-09-25T03:11:04.716190Z,30,brute_force,,
41.203.175.109,192.168.5.71,80,HTTP,876,158,DROP,2025-09-27T02:03:34.714579Z,7,sql_injection,/search.php?q='; DROP TABLE users; --,Python-urllib/3.8
41.179.109.88,192.168.5.121,443,TCP,80,0,DROP,2025-09-26T02:13:04.712017Z,58,dos_attack,,
192.168.5.112,91.54.172.69,21,TCP,255,27373,ALLOW,2025-09-28T03:01:20.715521Z,1,data_exfiltration,,
192.168.7.241,192.168.1.159,80,TCP,2888,622,ALLOW,2025-09-26T09:12:04.700834Z,5,normal,,
192.168.7.196,192.168.8.83,443,TCP,883,150,ALLOW,2025-09-22T19:20:16.700834Z,4,normal,,
192.168.7.241,192.168.10.27,80,TCP,4139,186,ALLOW,2025-09-23T12:36:56.700834Z,5,normal,,
192.168.3.139,192.168.4.192,443,TCP,200,32,ALLOW,2025-09-24T19:16:56.700834Z,5,normal,,
192.168.1.159,192.168.2.123,22,TCP,710,98,ALLOW,2025-09-22T19:15:42.700834Z,2,normal,,
192.168.2.73,192.168.4.247,53,TCP,709,60,ALLOW,2025-09-28T07:12:44.700834Z,1,normal,,
